代码,名称,涨幅%,现价,涨跌,买价,卖价,总量,现量,涨速%,换手%,今开,短期形态,中期形态,长期形态,市盈(TTM),最高,最低,昨收,市盈(动),总金额,量比,细分行业,地区,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,开盘换手Z,封成比,封单额,流通股(亿),流通市值,AB股总市值,强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,市盈(静),贝塔系数,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
002529,海源复材,9.96,7.95,0.72,7.95,--  ,212008,204,0,8.15,7.01,,,,--  ,7.95,6.93,7.23,--  ,159415456,1.18,专用机械,福建,14.11,7.52,100015,111993,0.89,51679,0,--  ,4463100,0.49,0.24,41084804,2.6,         20.67亿,         20.67亿,11.99,2174,98,0.0038,2,15.39,39.47,35.44,38.5,16.24,         10.38亿,--  ,1.01,-3.04,9.96,-4.15,4,13.41,0,14.72,5.96,20191028,20101224,2.6,--  ,--  ,19.29,13.52,--  ,29.91,7.92,6.09,0.94,5.33,3.36,2.28,11.63,2.44,2.05,-0.57,0.01,-0.56,-0.46,-0.46,-0.5,-1.14,0.19,-0.95,19054,6852,5.45万,-852.1,17.37,1.53,110.83,8.47,0,-0.179㈢,5.2,0,4.47,-0.44,0.07,70.09,  -3.44㈢,15.87,-23.4,-19.03,0.22,800,2529,--  ,--  ,--  
300825,阿尔特,9.95,9.72,0.88,9.72,--  ,1124,5,0,0.15,9.72,,,,20.74,9.72,9.72,8.84,22.8,1092071,0.52,汽车服务,北京,0,9.72,1078,46,23.43,272179,0,--  ,85500,0.01,242.37,264558000,0.76,          7.43亿,         29.71亿,11.98,186,6,0.0008,2,58.3,58.3,58.3,58.3,0.15,          7.43亿,20.74,0,9.95,9.95,9.95,9.95,0,0,0,0,20200326,20200327,3.06,--  ,--  ,15.88,9.52,1.75,29.09,11.78,0.87,0.4,3.77,3.31,1.99,4.79,8.85,5.92,1.4,0.17,1.39,1.2,1.3,1.05,2,0.6,0.88,144638,528,0.51万,6.24,11.43,2.19,49.41,3.36,0,0.426㈣,4.43,4.43,1.57,0.66,0.2,59.92,  13.69㈣,33.13,15.78,14.72,0.59,1606,300825,--  ,--  ,--  
000987,越秀金控,9.95,9.06,0.82,9.06,--  ,265194,622,0,0.99,8.9,,,,19.24,9.06,8.71,8.24,21.16,235828400,3.82,多元金融,广东,4.25,8.89,129793,135401,0.96,25329,0,--  ,11299399,0.22,0.1,22948076,26.67,        241.66亿,        249.41亿,11.98,2119,125,0.0005,2,11.02,2.49,-4.53,-6.31,4.51,         53.26亿,19.24,0.92,8.01,9.95,5.7,7.92,1.8,0,4.02,2.03,20200326,20000718,27.53,--  ,--  ,1145.34,170.35,62.91,79.63,0,0.67,0.3,0,0,0,117.64,83.72,0,23.42,21.11,23.24,16.74,11.79,2.36,14.22,33.82,65.2,38061,15447,13.99万,161.98,25.5,1.46,7.38,2.98,2.06,0.428㈣,6.19,0,4.27,0.52,1.23,14.87,   6.92㈣,--  ,27.98,14.08,--  ,2919,987,--  ,--  ,--  
600127,金健米业,9.95,6.74,0.61,6.74,--  ,1713165,1316,0,26.69,6.4,,,,274.16,6.74,6.39,6.13,64.93,1138903424,1.33,农业综合,湖南,5.71,6.65,1002671,710494,1.41,40032,0,--  ,23165400,0.73,0.02,26981568,6.42,         43.26亿,         43.26亿,10.85,3628,472,0.0074,1,21,42.19,70.2,68.08,34.37,         33.59亿,--  ,1.3,4.4,9.95,4.24,8.45,5.31,0,5.48,1.5,20191031,19980506,6.42,--  ,--  ,20.94,7.56,0.69,60.6,13.13,5.51,1.68,11.98,4.88,1.47,4.71,29.58,27.23,0.51,0.5,0.5,0.48,0.5,-0.08,-3.73,2.37,0.69,94613,5268,3.55万,385.01,34.95,5.72,18.24,1.46,0,0.078㈢,1.18,0,0.73,-0.58,0.37,36.11,   6.61㈢,7.92,1.71,1.69,0.08,1736,600127,--  ,--  ,--  
600191,华资实业,9.95,6.52,0.59,6.52,--  ,578441,521,0,11.93,5.63,,,,887.43,6.52,5.46,5.93,40.19,352074432,3.58,食品,内蒙,17.88,6.09,281060,297381,0.95,80430,0,--  ,6538100,0.52,0.14,52440360,4.85,         31.62亿,         31.62亿,10.85,2994,193,0.004,5,33.06,28.09,26.35,25.39,26.12,         14.44亿,--  ,1.41,-5.06,9.95,-7.93,2.64,15.81,0,19.41,7.31,20191031,19981210,4.85,--  ,--  ,21.33,18.87,--  ,11.5,2.25,0.98,0.39,1.12,0.05,0.05,5.78,0.72,0.69,0.59,0.92,0.59,0.59,0.59,0.59,3.08,-0.02,-0.23,35291,6276,4.09万,197.02,1297.03,1.68,-1640.43,43.77,0,0.122㈢,3.89,0,1.19,0.63,0,88.5,   3.13㈢,4.44,82.32,81.68,--  ,504,600191,--  ,--  ,--  
300116,坚瑞沃能,9.89,2,0.18,2,--  ,1654013,22396,1.01,8.4,1.77,,,,--  ,2,1.76,1.82,--  ,315191104,2.75,电气设备,陕西,13.19,1.91,660668,993345,0.67,12664,0,--  ,6200000,0.22,0.01,2532800,19.69,         39.39亿,         48.65亿,11.92,3278,505,0.0026,5,22.71,8.69,23.46,2.04,10.36,         31.94亿,--  ,0.81,-2.75,9.89,-3.3,4.7,12.99,0,13.64,5.19,20191028,20100902,24.33,--  ,--  ,139.91,-24.19,0.5,116.93,111.14,13.35,0.89,146.92,16.41,80.33,49.06,4.3,3.78,-24.69,-1.19,-26.17,-26.17,-26.07,-24.8,-97.46,0.43,0.65,64669,24694,4.94万,10.44,-87.86,-2.01,113.95,11.32,0,-1.072㈢,-0.99,0,2.02,-4.01,0.02,-17.29,--  ,12.05,-574.51,-606.56,0.16,1267,300116,--  ,--  ,--  
600410,华胜天成,9.7,13,1.15,13,13.01,851509,70756,11.97,7.75,11.35,,,,--  ,13,11.04,11.85,39.4,977608640,0.84,软件服务,北京,16.54,11.48,421778,429731,0.98,9569,172,--  ,14180699,0.13,--  ,--  ,10.99,        142.84亿,        142.84亿,10.61,4482,190,0.0017,1,4.75,14.33,23.92,26.09,8.82,        125.52亿,--  ,1.71,-4.22,9.7,-6.84,-3.11,14.54,0,17.75,12.82,20191025,20040427,10.99,--  ,--  ,101.62,49.94,6.81,44.16,55.7,3.98,6.05,38.3,7.99,19.29,25.5,33.41,26.94,2.86,3.92,2.87,2.67,2.72,2.12,11.17,-1.32,-3,137200,7037,9.15万,431.12,-11.21,2.86,-107.83,4.27,0,0.247㈢,4.54,4.54,2.32,1.02,-0.12,49.14,   5.44㈢,19.38,8.56,8.14,0.84,3911,600410,--  ,--  ,--  
300661,圣邦股份,9.39,263.87,22.65,263.87,264,23070,250,0.01,4.12,235.63,,,,165.1,265,230.1,241.22,171.01,576876288,1.19,元器件,北京,14.47,250.06,9810,13260,0.74,11,5,--  ,2285600,0.02,--  ,--  ,0.56,        147.66亿,        273.42亿,11.42,3775,6,0.0011,1,4.79,-14.22,-5.6,4.51,4.12,        147.66亿,241.04,1.08,-2.32,9.86,-4.61,3.66,11.98,-0.43,14.68,5.73,20200324,20170606,1.04,--  ,--  ,12.81,10.03,0.06,21.21,10.58,0.22,0.06,2.24,1.4,0.85,4.97,5.34,2.8,1.32,0.36,1.32,1.2,1.2,1.14,3.8,1.08,-0.54,10452,5354,141.27万,66.05,22.74,24.51,253.12,51.2,0.11,1.160㈢,10.77,10.77,4.79,3.67,1.04,78.29,  11.96㈢,47.54,24.72,22.45,0.9,328,300661,--  ,--  ,--  
600628,新世界,8.67,12.91,1.03,12.91,12.92,159492,4157,0.55,2.47,11.82,,,,93.39,13.07,11.58,11.88,122.19,197145664,2.43,百货,上海,12.54,12.36,69643,89849,0.78,4406,50,--  ,1594500,0.04,--  ,--  ,6.47,         83.51亿,         83.51亿,9.57,2771,58,0.0009,2,16.31,20.66,37.49,37.04,4.67,         44.09亿,28.16,0.77,-0.51,10.02,-2.53,4.05,9.22,-1.22,11.49,4.62,20191031,19930119,6.47,--  ,--  ,60.79,44.05,0.03,27.48,22.9,24.17,4.97,15.48,1.67,0.97,15.65,12.44,8.71,0.23,0.21,0.58,0.52,0.51,0.02,18.41,-0.79,1.21,42640,8009,10.34万,-78.8,-37.09,1.9,-105.12,6.71,1.09,0.079㈢,6.81,0,2.42,2.85,-0.12,72.47,   1.16㈢,29.99,1.86,4.12,--  ,1022,600628,--  ,--  ,--  
600540,新赛股份,8.4,4.26,0.33,4.25,4.26,548832,5510,0.47,11.65,3.85,,,,--  ,4.32,3.84,3.93,--  ,232025936,3.42,种植业,新疆,12.21,4.23,300573,248259,1.21,978,4785,--  ,640300,0.06,--  ,--  ,4.71,         20.06亿,         20.06亿,9.3,3447,159,0.0034,1,7.58,12.4,10.93,8.68,20.15,         11.60亿,90.88,1.11,-2.04,9.92,-2.29,7.57,10.65,-1.39,10.94,0.82,20191030,20040107,4.71,--  ,--  ,16.66,6.27,-0.25,63.88,10.1,3.53,1.36,9.16,3.25,0.46,8.05,5.54,5.2,-0.19,2.1,-0.18,-0.18,-0.19,-0.33,-6.9,1.25,1.54,28316,9617,4.10万,-1033.73,-29.02,3.2,16.01,3.62,0,-0.040㈢,1.33,0,1.71,-1.46,0.27,37.62,  -2.97㈢,6.18,-3.39,-3.36,0.01,732,600540,--  ,--  ,--  
300375,鹏翎股份,8.17,3.97,0.3,3.97,3.98,297869,6246,0.76,6.81,3.62,,,,26.86,3.97,3.57,3.67,33.38,113455296,2.69,汽车配件,天津,10.9,3.81,128234,169635,0.76,2858,1498,--  ,441600,0.03,--  ,--  ,4.38,         17.38亿,         29.73亿,10.2,2136,139,0.0032,1,6.43,-0.5,11.2,12.78,7.78,         15.20亿,23.23,1.1,-1.36,8.17,-2.72,3.78,9.67,0,11.2,4.39,20191119,20140127,7.49,--  ,--  ,30.08,21.25,--  ,29.34,13.07,6.45,1.29,7.17,3.51,3.25,4.8,11.15,8.57,0.9,0,0.9,0.76,0.67,0.62,7.9,1.74,-0.21,22397,17091,6.79万,-19.35,20.52,1.37,17.06,2.67,0.87,0.100㈢,2.91,2.91,0.64,1.05,0.23,70.66,   3.14㈢,23.11,8.03,5.99,0.46,3369,300375,--  ,--  ,--  
600078,澄星股份,8.17,5.43,0.41,5.42,5.43,879096,10027,-0.36,13.27,5.07,,,,63.16,5.52,5.03,5.02,45.69,473085824,2.01,化工原料,江苏,9.76,5.38,439765,439331,1,1536,8585,--  ,1790700,0.09,--  ,--  ,6.63,         35.98亿,         35.98亿,9.07,3332,264,0.004,1,3.63,12.19,9.92,5.24,22.8,         20.94亿,172.04,1.27,1,9.96,0.2,7.2,7.1,-1.63,7.95,0.97,20191031,19970627,6.63,--  ,--  ,70.55,17.43,4.87,68.39,31.9,23.9,2.57,46.68,9.36,2.61,1.45,23.94,19.45,1.31,0,1.32,1.04,0.59,0.55,7.78,3.26,-7.9,57357,6723,3.65万,129.52,5.52,2.06,11.05,1.5,0.2,0.089㈢,2.63,0,0.22,1.17,0.49,24.7,   3.39㈢,18.78,5.47,2.47,--  ,2220,600078,--  ,--  ,--  
600246,万通地产,8.15,6.77,0.51,6.77,6.78,284653,5284,0.59,1.39,6.15,,,,56.45,6.82,6.1,6.26,43.47,186733584,1.02,区域地产,北京,11.5,6.56,103048,181605,0.57,1486,2292,--  ,277400,0.01,--  ,--  ,20.54,        139.06亿,        139.06亿,9.05,2471,115,0.0006,6,10.07,24.22,36.76,28.71,4.79,         40.24亿,39.29,1.06,-1.76,8.95,-2.56,4.79,10.08,-0.73,10.98,3.35,20200204,20000922,20.54,--  ,--  ,128.98,73.48,5.02,39.14,73.66,1.53,0,25.82,42.24,0.25,35.25,7.11,3.29,3.13,3.97,3.16,2.65,2.4,-1.58,15.15,-6.42,4.29,43309,13723,9.29万,-29.32,-74.6,1.89,-21.66,19.56,0.77,0.117㈢,3.58,0,1.72,0.74,-0.31,56.97,   3.26㈢,53.71,44.02,33.74,--  ,352,600246,--  ,--  ,--  
002192,融捷股份,8.08,16.98,1.27,16.97,16.98,88660,1035,0.06,3.42,15.4,,,,--  ,17.28,15.28,15.71,--  ,146387376,2.27,专用机械,广东,12.73,16.51,39242,49418,0.79,100,519,--  ,263300,0.01,--  ,--  ,2.59,         44.00亿,         44.09亿,10.11,2395,37,0.0014,1,3.92,-12.2,-20.02,-32.46,4.56,         33.02亿,--  ,1.02,-1.97,9.99,-2.74,5.1,10.26,-1.74,11.13,2.99,20200304,20071205,2.6,--  ,--  ,11.46,7.18,0.54,32.66,3.62,1.21,2.13,3.46,0.82,1.28,5.11,1.94,1.65,-0.57,-0.15,-0.57,-0.48,-0.45,-0.46,-0.68,-0.53,0.25,24800,7842,13.32万,-557.84,-25.99,7.97,-83.13,22.78,1.27,-0.174㈢,2.13,2.13,1.97,-0.26,-0.2,62.61,  -6.29㈢,14.54,-29.67,-23.33,0.13,410,2192,--  ,--  ,--  
002560,通达股份,7.95,8.42,0.62,8.42,8.43,828207,9092,0.24,32.07,7.58,,,,87.42,8.57,7.11,7.8,35.45,663397056,1.2,电气设备,河南,18.72,8.01,384457,443750,0.87,617,1376,--  ,3025900,0.2,--  ,--  ,2.58,         21.74亿,         37.37亿,9.98,4521,183,0.0071,2,9.78,41.03,45.17,46.18,41.57,         16.78亿,--  ,0.47,-2.82,9.87,-8.85,2.69,11.08,-1.75,18.42,5.26,20200304,20110303,4.44,--  ,--  ,29.14,16.29,1.19,40.01,16.36,2.77,0.59,9.05,2.27,6.08,7.56,12.81,10.58,0.88,0.08,0.89,0.77,0.79,0.68,3.8,-2.41,-0.78,31838,6258,5.27万,183.38,-21.17,2.28,-15.54,2.92,1.28,0.178㈢,3.7,3.7,1.7,0.86,-0.54,55.89,   4.85㈢,17.43,6.91,6.17,0.42,579,2560,--  ,--  ,--  
300284,苏交科,7.68,9.96,0.71,9.96,9.97,279945,3787,0.71,4.22,9.23,,,,13.2,10.18,9.08,9.25,17.14,272190336,1.9,建筑工程,江苏,11.89,9.72,118028,161917,0.73,676,80,--  ,791900,0.01,--  ,--  ,6.63,         66.07亿,         96.75亿,9.7,3144,89,0.0013,2,8.39,3.21,23.73,21.91,4.77,         58.48亿,14.42,0.62,-0.22,10.05,-1.84,5.11,7.91,-2.16,9.69,2.56,20191029,20120110,9.71,--  ,--  ,119.38,45.23,3.15,59.47,90.72,6.77,2.2,63.07,0.82,65.31,10.18,35.18,21.54,5.26,0.03,5.23,4.28,4.23,4.24,23.84,-5.85,-15.48,24488,23976,23.88万,15.64,-25.17,2.14,-16.55,2.75,1.26,0.436㈢,4.66,0,1.05,2.45,-0.6,37.89,   9.36㈢,38.75,14.95,12.03,1.29,8239,300284,--  ,--  ,--  
600482,中国动力,7.66,17.28,1.23,17.28,17.29,124685,1811,-0.91,1.43,15.97,,,,25.7,17.66,15.61,16.05,31.13,210823136,4.37,电气设备,河北,12.77,16.91,62155,62530,0.99,726,249,--  ,111800,0,--  ,--  ,8.7,        150.31亿,        292.90亿,8.56,2595,48,0.0006,2,6.21,0.12,-14.16,-13.6,2.88,         74.74亿,20.19,1.04,-0.5,10.03,-2.74,5.35,8.2,-2.15,10.7,2.32,20191031,20040714,16.95,--  ,--  ,544.37,261.67,97.39,34.04,379.55,78.77,22.56,134.61,86.7,155.99,185.29,219.77,192.2,7.22,0.17,8.12,7.29,7.06,5.8,53.51,-10.95,-70.4,37164,11638,20.11万,-29.06,9.09,1.12,-26.75,1.33,0,0.416㈢,15.44,0,10.93,3.16,-0.65,48.07,   2.70㈢,12.54,3.29,3.21,3.72,25575,600482,--  ,--  ,--  
300234,开尔新材,7.58,14.9,1.05,14.89,14.9,229199,3495,0.47,13.37,13.5,,,,69.31,15.05,13.33,13.85,74.56,326320608,1.05,陶瓷,浙江,12.42,14.24,92646,136553,0.68,102,43,--  ,3372300,0.17,--  ,--  ,1.71,         25.55亿,         43.14亿,9.61,3461,66,0.0039,2,8.6,33.51,30.02,32.32,15.64,         21.84亿,69.31,0.79,-2.53,8.66,-3.75,2.8,10.37,-1,11.78,4.78,20200325,20110622,2.9,--  ,--  ,12.98,9.19,0.06,28.74,9.45,2.14,0.51,3.52,2.46,2.58,4.15,6.85,4.99,0.68,0.08,0.69,0.63,0.58,0.68,2.62,-0.1,0.3,10558,13884,20.69万,180.94,136.66,4.69,-439.91,6.29,0.43,0.210㈣,3.18,0,1.43,0.9,-0.03,70.83,   6.29㈣,27.18,9.86,8.44,0.23,621,300234,--  ,--  ,--  
300404,博济医药,7.45,22.35,1.55,22.34,22.35,36446,1401,-0.3,3.3,21.52,,,,524.29,22.42,21.4,20.8,518.58,80129992,2.53,医疗保健,广东,4.9,21.99,14263,22183,0.64,33,210,--  ,3230200,0.16,--  ,--  ,1.11,         24.71亿,         38.74亿,9.48,1709,21,0.0019,2,5.97,7.82,51.53,49.5,3.83,         21.25亿,487.24,0.69,3.46,7.79,2.88,5.7,3.86,-0.31,4.44,1.75,20200323,20150424,1.73,--  ,--  ,6.05,4.19,0.13,28.71,2.68,1.92,0.23,1.56,1.01,0.61,1.22,1.42,0.79,0.08,0.01,0.08,0.07,0.06,0.03,1.04,-0.01,0.05,8912,10670,23.85万,-8.54,25.94,9.16,-4722.32,27.26,0.06,0.032㈢,2.44,2.44,0.7,0.6,0,69.18,   1.34㈢,44.3,5.39,3.94,0.12,616,300404,--  ,--  ,--  
300030,阳普医疗,7.39,11.05,0.76,11.04,11.05,410781,7600,0.45,16.15,10.45,,,,122.1,11.1,10.45,10.29,131.12,442563744,1.34,医疗保健,广东,6.32,10.77,196576,214205,0.92,916,857,--  ,3862300,0.17,--  ,--  ,2.54,         28.11亿,         34.12亿,9.41,3891,106,0.0042,4,15.95,-6.67,49.73,54.98,19.33,         23.48亿,122.1,0,1.55,7.87,1.55,4.7,5.74,-0.45,5.74,2.68,20200325,20091225,3.09,--  ,--  ,15.07,8.36,0.02,44.37,7.02,2.64,1.39,5.74,0.81,2.24,3.95,5.75,3.25,0.38,0.16,0.37,0.26,0.26,0.02,0.95,0.49,-0.39,49000,4336,4.79万,119.02,4.56,4.08,69.41,5.93,0,0.084㈣,2.71,0,1.28,0.31,0.16,55.48,   3.11㈣,43.4,6.53,4.53,0.24,798,300030,--  ,--  ,--  
002838,道恩股份,7.38,39.6,2.72,39.6,39.61,489720,7014,-0.22,14.57,37.5,,,,92.86,40.5,37,36.88,95.24,1896933760,1.23,塑料,山东,9.49,38.74,233403,256317,0.91,3250,249,--  ,22466298,0.5,--  ,--  ,3.36,        133.11亿,        161.18亿,9.4,4625,106,0.0032,2,7.84,6.25,276.07,270.44,40.98,         47.33亿,122.62,0,1.68,9.82,0.33,5.03,5.6,-2.22,7.03,2.35,20200103,20170106,4.07,--  ,--  ,19.01,10.46,0.63,41.62,12.86,3.9,1.04,7.23,2.87,4.54,0.49,19.94,16.58,1.54,0,1.51,1.35,1.27,1.22,5.45,1.79,0.27,7005,17061,67.56万,44.72,148.45,14.83,90.16,8.09,0.17,0.310㈢,2.67,2.67,0.12,1.34,0.44,55.06,  12.13㈢,16.85,7.73,6.37,0.67,963,2838,--  ,--  ,--  
600511,国药股份,7.22,28.66,1.93,28.65,28.66,171662,2175,-0.37,6.18,27.54,,,,13.23,29.07,26.73,26.73,13.48,483876736,3.52,医药商业,北京,8.75,28.19,67365,104297,0.65,54,673,--  ,6984100,0.09,--  ,--  ,2.78,         79.57亿,        216.24亿,8.12,4529,38,0.0014,1,5.56,7.15,8.02,5.02,6.4,         76.84亿,14.36,0.59,3.03,8.75,0,5.45,4.07,-1.41,7.22,1.77,20200328,20021127,7.55,--  ,--  ,241.94,105.37,16.22,49.74,216.76,6.09,2.64,116.03,33.56,109.24,23.49,446.44,407.37,24.36,1.15,24.27,18.8,16.04,15.66,68.04,17.76,5.74,27207,9854,28.24万,14.23,15.24,2.05,12.18,0.48,1.52,2.110㈣,13.97,0,3.11,9.02,2.35,43.55,  15.22㈣,8.75,5.46,3.59,0.45,2857,600511,--  ,--  ,--  
603669,灵康药业,7.15,10.04,0.67,10.03,10.04,110615,2696,0.1,2.17,9.34,,,,28.54,10.1,9.21,9.37,25.46,108359416,2.21,化学制药,西藏,9.5,9.8,47053,63562,0.74,333,2544,--  ,48600,0,--  ,--  ,5.1,         51.16亿,         51.16亿,8.05,2425,46,0.0009,1,10.69,23.04,42.21,36.79,5.82,         19.07亿,26.13,0,-0.32,7.79,-1.71,4.55,7.49,-0.59,9.01,2.6,20191026,20150528,5.1,--  ,--  ,21.07,12.63,--  ,40.05,13.78,3.44,0.47,6.6,0.78,2,3.98,12.11,1.64,1.68,0.16,1.69,1.51,1.51,0.98,2.56,1.66,-1.81,21580,8803,8.84万,-9.28,2.5,4.05,30.9,4.22,5.56,0.296㈢,2.48,0,0.78,0.5,0.32,59.95,  11.93㈢,86.49,13.88,12.44,0.35,909,603669,--  ,--  ,--  
300087,荃银高科,7.06,13.5,0.89,13.5,13.51,262453,3590,0,6.66,12.91,,,,67.91,13.87,12.76,12.61,--  ,351052448,1.56,种植业,安徽,8.8,13.38,121849,140604,0.87,712,148,--  ,2246300,0.09,--  ,--  ,3.94,         53.19亿,         58.09亿,9.09,3687,71,0.0018,4,14.02,5.47,54.11,33.27,13.23,         26.78亿,79.42,1.38,2.38,9.99,1.19,6.07,4.57,-2.67,5.8,0.98,20191216,20100526,4.3,--  ,--  ,17.62,7.01,1.94,49.18,13.55,1.99,0.95,8.27,5.93,0.23,1.7,3.17,2.1,-0.57,0.11,-0.56,-0.56,-0.29,-0.44,1.35,0.75,-0.56,10140,19561,26.41万,28.64,17.37,8.28,77.59,18.32,0.23,-0.067㈢,1.63,0,0.39,0.31,0.17,39.82,  -4.11㈢,33.73,-17.88,-9.1,0.31,745,300087,--  ,--  ,--  
002041,登海种业,6.99,11.02,0.72,11.02,11.03,575848,7633,0.46,6.61,10.43,,,,232.05,11.24,10.43,10.3,604.11,627051904,1.59,种植业,山东,7.86,10.89,241444,334404,0.72,1592,944,--  ,2983000,0.08,--  ,--  ,8.72,         96.07亿,         96.98亿,9.02,4347,132,0.0015,1,7.82,6.17,35.39,14.44,16.98,         37.37亿,278.63,1.07,1.26,9.13,1.26,5.72,5.66,-1.96,5.66,1.27,20200323,20050418,8.8,--  ,--  ,38.09,28.04,3.1,18.24,29.78,6.19,0.85,6.75,6.48,0.26,0.29,3.68,2.54,-0.66,0.49,-0.64,-0.65,0.12,0.04,16.17,2.02,2.13,67705,5008,5.52万,118.48,11.49,3.4,47.93,26.35,0,0.014㈢,3.24,3.24,0.03,1.84,0.23,73.62,   0.43㈢,30.84,-17.94,3.27,0.55,884,2041,--  ,--  ,--  
002458,益生股份,6.96,17.51,1.14,17.51,17.52,614958,19008,0.69,9.93,15.99,,,,7.38,17.51,15.88,16.37,7.9,1046787968,1.34,农业综合,山东,9.96,17.02,269397,345561,0.78,2593,394,--  ,4542400,0.05,--  ,--  ,6.19,        108.45亿,        171.84亿,8.99,4590,134,0.0022,1,8.56,-9.85,12.29,8.84,11.72,         91.90亿,7.38,1.17,-2.32,6.96,-2.99,3.98,9.51,0,10.26,2.98,20200318,20100810,9.81,--  ,--  ,41.41,36.01,0.07,12.89,17.1,14.13,0.64,4.88,1.62,0.7,8.76,35.84,12.41,21.87,0.74,21.79,21.79,21.76,21.75,18.98,21.35,12.36,69198,7585,13.28万,499.73,143.26,4.77,8.05,4.8,4.67,2.217㈣,3.67,0,0.89,1.93,2.18,86.96,  60.43㈣,65.37,61.02,60.72,0.3,3945,2458,--  ,--  ,--  
300526,中潜股份,6.83,149.99,9.59,149.99,150,15640,557,0.67,0.92,140,,,,1053.65,150,138.01,140.4,930.85,227505792,1.42,服饰,广东,8.54,145.46,5680,9960,0.57,34,200,--  ,1484000,0.02,--  ,--  ,1.7,        255.13亿,        255.97亿,8.86,1734,9,0.0005,5,21.49,120.97,184.34,167.83,2.69,         87.08亿,1055.6,0,-0.28,6.84,-1.7,3.61,7.14,-0.01,8.68,3.22,20200326,20160802,1.71,--  ,--  ,10.43,5.64,--  ,45.89,2.87,2.48,1.65,3.58,1.24,0.97,1.03,3.44,2.34,0.25,0,0.25,0.21,0.21,0.2,2.68,0.39,0.1,3900,14886,223.28万,0.2,15.03,44.51,658,74.47,0.02,0.121㈢,3.37,3.37,0.6,1.57,0.23,54.11,   3.65㈢,31.94,7.42,6,0.22,1376,300526,--  ,--  ,--  
002929,润建股份,6.82,36.49,2.33,36.49,36.5,205795,1681,-0.56,26.87,33.97,,,,35.61,37.58,32.96,34.16,41.48,738497152,1.49,通信设备,广西,13.52,35.89,100880,104915,0.96,25,184,--  ,4066200,0.16,--  ,--  ,0.77,         27.95亿,         80.55亿,8.85,4034,51,0.0067,2,4.38,15.62,32.6,31.73,26.87,         27.95亿,36.63,1.01,-0.56,10.01,-3.51,5.05,7.42,-2.9,10.71,1.77,20191223,20180301,2.21,--  ,--  ,43.61,27.57,0.06,36.66,40.23,2.03,0.05,15.99,6.43,19.65,14.06,25.13,20.86,1.76,0.11,1.75,1.47,1.46,1.28,9.79,-2.4,-6.96,29307,2614,9.54万,4.21,12.31,2.84,-33.5,3.21,0.35,0.660㈢,12.86,12.86,6.37,4.43,-1.09,63.21,   5.28㈢,16.97,7,5.8,0.82,9260,2929,--  ,--  ,--  
600719,大连热电,6.8,4.4,0.28,4.39,4.4,124815,2596,0.23,3.08,4.09,,,,122.15,4.44,4.07,4.12,--  ,53042140,3.49,供气供热,辽宁,8.98,4.25,55164,69651,0.79,213,4390,--  ,24500,0,--  ,--  ,4.05,         17.80亿,         17.80亿,7.7,1525,82,0.002,2,10.83,8.38,-12.88,-4.76,4.6,         11.94亿,615.82,1.05,-0.73,7.77,-1.21,3.15,7.58,-0.9,8.11,3.65,20191026,19960716,4.05,--  ,--  ,20.94,7.03,--  ,66.41,5.55,7.89,0.01,11.36,0.74,0.21,1.02,5,4.23,-0.23,0,-0.25,-0.23,-0.23,-0.21,0.28,-0.5,-0.27,20510,13236,5.82万,32.24,1.27,2.53,-35.81,3.56,0.12,-0.057㈢,1.74,0,0.25,0.07,-0.12,33.59,  -3.27㈢,15.29,-4.62,-4.6,--  ,807,600719,--  ,--  ,--  
300644,南京聚隆,6.72,32.87,2.07,32.87,32.88,76876,1425,0.37,18.65,30.91,,,,76.76,33.22,30.91,30.8,91.16,246997856,1.66,塑料,江苏,7.5,32.13,39049,37827,1.03,78,67,--  ,1697000,0.18,--  ,--  ,0.41,         13.55亿,         21.04亿,8.75,3455,22,0.0054,2,6.44,-4.11,9.97,10.82,24.84,         10.17亿,85.61,0.58,0.36,7.86,0.36,4.32,6.34,-1.05,6.34,2.4,20200323,20180206,0.64,--  ,--  ,9.84,6.94,0.04,28.99,7.28,1.89,0.22,2.72,1.77,2.35,3.18,6.72,5.72,0.18,0.03,0.18,0.17,0.17,0.09,2.69,0.14,-1.49,14479,2138,7.03万,18.11,-10.19,3.07,146.38,3.13,0.49,0.270㈢,10.7,10.7,4.96,4.2,0.22,70.57,   2.49㈢,14.86,2.74,2.57,0.26,596,300644,--  ,--  ,--  
